"region","data.type","year","combined.value","units","variables"
"Connecticut","landings",1950,102.6,"t","lob.land.nmfs"
"Connecticut","landings",1951,141.9,"t","lob.land.nmfs"
"Connecticut","landings",1952,130.8,"t","lob.land.nmfs"
"Connecticut","landings",1953,143.7,"t","lob.land.nmfs"
"Connecticut","landings",1954,94.1,"t","lob.land.nmfs"
"Connecticut","landings",1955,102.3,"t","lob.land.nmfs"
"Connecticut","landings",1956,83,"t","lob.land.nmfs"
"Connecticut","landings",1957,83.1,"t","lob.land.nmfs"
"Connecticut","landings",1958,94.1,"t","lob.land.nmfs"
"Connecticut","landings",1959,106.9,"t","lob.land.nmfs"
"Connecticut","landings",1960,108,"t","lob.land.nmfs"
"Connecticut","landings",1961,93.7,"t","lob.land.nmfs"
"Connecticut","landings",1962,285.2,"t","lob.land.nmfs"
"Connecticut","landings",1963,213.8,"t","lob.land.nmfs"
"Connecticut","landings",1964,258.9,"t","lob.land.nmfs"
"Connecticut","landings",1965,337,"t","lob.land.nmfs"
"Connecticut","landings",1966,355.1,"t","lob.land.nmfs"
"Connecticut","landings",1967,409,"t","lob.land.nmfs"
"Connecticut","landings",1968,402.3,"t","lob.land.nmfs"
"Connecticut","landings",1969,423.1,"t","lob.land.nmfs"
"Connecticut","landings",1970,305.2,"t","lob.land.nmfs"
"Connecticut","landings",1971,237,"t","lob.land.nmfs"
"Connecticut","landings",1972,245,"t","lob.land.nmfs"
"Connecticut","landings",1973,246.5,"t","lob.land.nmfs"
"Connecticut","landings",1974,293.7,"t","lob.land.nmfs"
"Connecticut","landings",1975,269.4,"t","lob.land.nmfs"
"Connecticut","landings",1976,217.5,"t","lob.land.nmfs"
"Connecticut","landings",1977,289.6,"t","lob.land.nmfs"
"Connecticut","landings",1978,362.2,"t","lob.land.nmfs"
"Connecticut","landings",1979,366.4,"t","lob.land.nmfs"
"Connecticut","landings",1980,374.3,"t","lob.land.nmfs"
"Connecticut","landings",1981,458.5,"t","lob.land.nmfs"
"Connecticut","landings",1982,496.3,"t","lob.land.nmfs"
"Connecticut","landings",1983,841,"t","lob.land.nmfs"
"Connecticut","landings",1984,912.5,"t","lob.land.nmfs"
"Connecticut","landings",1985,760.2,"t","lob.land.nmfs"
"Connecticut","landings",1986,751.2,"t","lob.land.nmfs"
"Connecticut","landings",1987,787.3,"t","lob.land.nmfs"
"Connecticut","landings",1988,931.6,"t","lob.land.nmfs"
"Connecticut","landings",1989,951.1,"t","lob.land.nmfs"
"Connecticut","landings",1990,1200.1,"t","lob.land.nmfs"
"Connecticut","landings",1991,1212.9,"t","lob.land.nmfs"
"Connecticut","landings",1992,1106.6,"t","lob.land.nmfs"
"Connecticut","landings",1993,987.5,"t","lob.land.nmfs"
"Connecticut","landings",1994,1003.4,"t","lob.land.nmfs"
"Connecticut","landings",1995,1150.4,"t","lob.land.nmfs"
"Connecticut","landings",1996,1310.3,"t","lob.land.nmfs"
"Connecticut","landings",1997,1573.1,"t","lob.land.nmfs"
"Connecticut","landings",1998,1685.3,"t","lob.land.nmfs"
"Connecticut","landings",1999,1177.4,"t","lob.land.nmfs"
"Connecticut","landings",2000,632.1,"t","lob.land.nmfs"
"Connecticut","landings",2001,603.2,"t","lob.land.nmfs"
"Connecticut","landings",2002,484,"t","lob.land.nmfs"
"Connecticut","landings",2003,304.4,"t","lob.land.nmfs"
"Connecticut","landings",2004,293.5,"t","lob.land.nmfs"
"Connecticut","landings",2005,323.8,"t","lob.land.nmfs"
"Connecticut","landings",2006,359.7,"t","lob.land.nmfs"
"Connecticut","landings",2007,258,"t","lob.land.nmfs"
"Connecticut","landings",2008,193.4,"t","lob.land.nmfs"
"Connecticut","landings",2009,187.1,"t","lob.land.nmfs"
"Connecticut","landings",2010,200.3,"t","lob.land.nmfs"
"Connecticut","landings",2011,72.2,"t","lob.land.nmfs"
"Connecticut","landings",2012,109.5,"t","lob.land.nmfs"
"Connecticut","stockassessment",1,2,"#/tow, #","lob.abund , lob.trap"
"Connecticut","stockassessment",1981,15815,"#","lob.trap"
"Connecticut","stockassessment",1982,14831,"#","lob.trap"
"Connecticut","stockassessment",1983,19998,"#","lob.trap"
"Connecticut","stockassessment",1984,66767.9,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.trap"
"Connecticut","stockassessment",1985,65308.725,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1986,65877.855,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1987,70708.325,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1988,79185.62,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1989,83966.72,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1990,100450.555,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1991,101438.365,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1992,107818.36,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1993,115387.875,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1994,110934.825,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1995,120144.73,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1996,130508.86,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1997,134110.485,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1998,158786.5,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",1999,162409.19,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2000,122555.02,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2001,121623.76,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2002,117792.77,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2003,85096.9,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2004,84103.31,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2005,83969.25,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2006,90437.14,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","stockassessment",2007,81811.56,"#/tow, #","lob.abund , lob.abund.fall.f , lob.abund.fall.m , lob.abund.spring.f , lob.abund.spring.m , lob.trap"
"Connecticut","trawlsurvey",1984,7.25,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1985,3.215,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1986,3.755,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1987,4.625,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1988,2.89,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1989,3.755,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1990,6.31,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1991,8.82,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1992,8.7,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1993,9.105,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1994,7.115,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1995,8.205,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1996,8.42,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1997,13.635,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1998,14.495,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",1999,11.835,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2000,8.92,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2001,5.92,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2002,4.495,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2003,3.46,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2004,3.09,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2005,2.265,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2006,1.71,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2007,2.215,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2008,2.395,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2009,1.61,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2010,1.3,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2011,0.585,"#/tow","lob.abund.ctdep"
"Connecticut","trawlsurvey",2012,0.63,"#/tow","lob.abund.ctdep"
"Georges Bank","landings",1981,1165,"t","lob.land.state"
"Georges Bank","landings",1982,1301,"t","lob.land.state"
"Georges Bank","landings",1983,1447,"t","lob.land.state"
"Georges Bank","landings",1984,1496,"t","lob.land.state"
"Georges Bank","landings",1985,1489,"t","lob.land.state"
"Georges Bank","landings",1986,1243,"t","lob.land.state"
"Georges Bank","landings",1987,1316,"t","lob.land.state"
"Georges Bank","landings",1988,1417,"t","lob.land.state"
"Georges Bank","landings",1989,1326,"t","lob.land.state"
"Georges Bank","landings",1990,1431,"t","lob.land.state"
"Georges Bank","landings",1991,1580,"t","lob.land.state"
"Georges Bank","landings",1992,1703,"t","lob.land.state"
"Georges Bank","landings",1993,1545,"t","lob.land.state"
"Georges Bank","landings",1994,1346,"t","lob.land.state"
"Georges Bank","landings",1995,1214,"t","lob.land.state"
"Georges Bank","landings",1996,1141,"t","lob.land.state"
"Georges Bank","landings",1997,1215,"t","lob.land.state"
"Georges Bank","landings",1998,1196,"t","lob.land.state"
"Georges Bank","landings",1999,1441,"t","lob.land.state"
"Georges Bank","landings",2000,1184,"t","lob.land.state"
"Georges Bank","landings",2001,1407,"t","lob.land.state"
"Georges Bank","landings",2002,1563,"t","lob.land.state"
"Georges Bank","landings",2003,1787,"t","lob.land.state"
"Georges Bank","landings",2004,1979,"t","lob.land.state"
"Georges Bank","landings",2005,2394,"t","lob.land.state"
"Georges Bank","landings",2006,2240,"t","lob.land.state"
"Georges Bank","landings",2007,2064,"t","lob.land.state"
"Georges Bank","stockassessment",1,3,"Millions, #","lob.abund , lob.trap"
"Georges Bank","stockassessment",1982,3465647.10738062,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1983,3441292.83521818,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1984,3584580.44049298,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1985,3216973.2295196,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1986,2933344.74145413,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1987,3212187.91843826,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1988,3917349.28249845,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1989,3517557.85078888,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1990,3972951.71905754,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1991,3824427.80835803,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1992,3347889.83510859,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1993,3398557.80480613,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1994,4340744.75863495,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1995,3906327.83424748,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1996,3644775.72885812,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1997,4929264.79463074,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1998,4917634.46787972,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",1999,3973052.8441575,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",2000,3997294.23311019,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",2001,5860334.98562625,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",2002,8221481.60314389,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",2003,10652388.5440566,"Millions, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Georges Bank","stockassessment",2004,11317022.8054,"Millions, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Georges Bank","stockassessment",2005,10801294.78435,"Millions, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Georges Bank","stockassessment",2006,9647095.94425,"Millions, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Georges Bank","stockassessment",2007,7866807.99945,"Millions, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Georges Bank","trawlsurvey",1,2,"mean #/tow","lob.abund"
"Georges Bank","trawlsurvey",1963,0,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1964,0.0026,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1965,0.002,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1966,0.0022,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1967,0.0011,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1968,0.0017,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1969,0.0016,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1970,0.0011,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1971,0.0014,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1972,0.0022,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1973,0.0018,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1974,0.0012,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1975,7e-04,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1976,0.0012,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1977,0.003,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1978,0.0018,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1979,0.0017,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1980,0.0027,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1981,0.0016,"mean kg/tow","lob.bio"
"Georges Bank","trawlsurvey",1982,3438040.0014,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1983,3412320.0013,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1984,3553880.001,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1985,3181980.001,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1986,2896360.0014,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1987,3172480.0012,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1988,3877580.0017,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1989,3478360.0019,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1990,3937020.0014,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1991,3787600.0018,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1992,3309100.0015,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1993,3355480.0013,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1994,4292820.0015,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1995,3861820.0019,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1996,3602740.0021,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1997,4888260.0017,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1998,4872280.002,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",1999,3925080.0027,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2000,3955800.0021,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2001,5819400.0035,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2002,8174060.0046,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2003,10609520.0018,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2004,11273100.003,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2005,10760600.0025,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2006,9606920.0038,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Georges Bank","trawlsurvey",2007,7824500.0033,"mean #/tow, mean kg/tow","lob.abund , lob.bio"
"Gulf of Maine","landings",1981,14777,"t","lob.land.state"
"Gulf of Maine","landings",1982,14669,"t","lob.land.state"
"Gulf of Maine","landings",1983,15069,"t","lob.land.state"
"Gulf of Maine","landings",1984,13797,"t","lob.land.state"
"Gulf of Maine","landings",1985,14558,"t","lob.land.state"
"Gulf of Maine","landings",1986,13816,"t","lob.land.state"
"Gulf of Maine","landings",1987,13952,"t","lob.land.state"
"Gulf of Maine","landings",1988,14696,"t","lob.land.state"
"Gulf of Maine","landings",1989,16708,"t","lob.land.state"
"Gulf of Maine","landings",1990,19245,"t","lob.land.state"
"Gulf of Maine","landings",1991,20216,"t","lob.land.state"
"Gulf of Maine","landings",1992,17738,"t","lob.land.state"
"Gulf of Maine","landings",1993,18802,"t","lob.land.state"
"Gulf of Maine","landings",1994,23655,"t","lob.land.state"
"Gulf of Maine","landings",1995,22962,"t","lob.land.state"
"Gulf of Maine","landings",1996,22122,"t","lob.land.state"
"Gulf of Maine","landings",1997,26624,"t","lob.land.state"
"Gulf of Maine","landings",1998,25769,"t","lob.land.state"
"Gulf of Maine","landings",1999,29905,"t","lob.land.state"
"Gulf of Maine","landings",2000,31797,"t","lob.land.state"
"Gulf of Maine","landings",2001,26497,"t","lob.land.state"
"Gulf of Maine","landings",2002,33800,"t","lob.land.state"
"Gulf of Maine","landings",2003,29129,"t","lob.land.state"
"Gulf of Maine","landings",2004,37021,"t","lob.land.state"
"Gulf of Maine","landings",2005,35058,"t","lob.land.state"
"Gulf of Maine","landings",2006,37297,"t","lob.land.state"
"Gulf of Maine","landings",2007,32700,"t","lob.land.state"
"Gulf of Maine","stockassessment",1,3,"Million, #","lob.abund , lob.trap"
"Gulf of Maine","stockassessment",1982,92063421.6415913,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1983,85634048.7665674,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1984,105249171.181049,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1985,102438967.124853,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1986,94155521.7507618,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1987,92853976.3643638,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1988,116795896.483712,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1989,130917707.355551,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1990,132761606.194185,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1991,138972001.028871,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1992,141628629.465985,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1993,151151440.509546,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1994,160803932.995107,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1995,156297535.221289,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1996,165024019.502693,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1997,182025777.215648,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1998,195832114.979456,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",1999,221887634.177047,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",2000,208294287.973573,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",2001,208079660.435192,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",2002,221057063.586246,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",2003,230816103.79892,"Million, #/tow, kg/trap, #","lob.abund , lob.abund.rs , lob.cpue , lob.trap"
"Gulf of Maine","stockassessment",2004,254159621,"Million, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Gulf of Maine","stockassessment",2005,256267449.87,"Million, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Gulf of Maine","stockassessment",2006,232884388.335,"Million, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Gulf of Maine","stockassessment",2007,218215422.5,"Million, #/tow, #","lob.abund , lob.abund.rs , lob.trap"
"Gulf of Maine","trawlsurvey",1,2,"#/tow","lob.abund"
"Gulf of Maine","trawlsurvey",1963,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1964,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1965,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1966,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1967,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1968,0,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1969,2e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1970,1e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1971,2e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1972,5e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1973,3e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1974,2e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1975,1e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1976,4e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1977,9e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1978,4e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1979,3e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1980,8e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1981,2e-04,"kg/tow","lob.bio"
"Gulf of Maine","trawlsurvey",1982,89673000.0002,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1983,83034400.0006,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1984,102799000.0003,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1985,100359200.0013,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1986,92228800.0009,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1987,90588800.0005,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1988,114386200.0006,"#/tow, kg/tow","lob.abund , lob.bio"
"Gulf of Maine","trawlsurvey",1989,128520400.0009,"#/tow, kg/tow","lob.abund , lob.bio"
